identifier,ringcount,linkage_p,six_ring_p,primaryamine,linker_length,linker_position,hetero_nitrogen,fluorination,furan,pyrrole,sidechain_on_linker,sidechain_on_backbone,HOMO,LUMO
2566,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.1104,-6.81945
2567,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.1518,-6.66815
2568,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.0857,-6.6355
2569,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.958,-6.77673
2570,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.0013,-6.79088
2571,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.0334,-6.71496
2572,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,0,-9.75964,-6.03195
2573,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,0,-9.76998,-6.03113
2574,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,0,-9.84454,-6.29236
2575,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-10.5175,-6.44829
2576,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.5074,-6.65074
2577,3,0.5,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-12.1662,-8.63363
2578,3,0.5,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-12.7379,-8.95799
2579,3,0.5,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.8818,-6.49264
2580,3,0.5,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.687,-6.47985
2581,3,0.5,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.3608,-7.09075
2582,3,0.5,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.5102,-7.0951
2583,3,0.5,0.3333333333333333,2,2,0.875,0,0,0,0,0,0,-11.1202,-6.77455
2584,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.2492,-6.90326
2585,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.1284,-7.12068
2586,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.4299,-7.26163
2587,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.2998,-6.90027
2588,3,0.5,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.9988,-6.99877
2589,3,0.5,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.9885,-6.67115
2590,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.7319,-6.50625
2591,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.6944,-6.67414
2592,3,0.5,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-11.1431,-6.85537
2593,3,0.5,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-11.1297,-6.76938
2594,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-11.0076,-6.68584
2595,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.9308,-6.63632
2596,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.0095,-6.73482
2597,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.0854,-6.47278
2598,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.8867,-6.56094
2599,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.9569,-6.71251
2600,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.2272,-9.06956
2601,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.1075,-9.07772
2602,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.4024,-8.97786
2603,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.363,-8.8965
2604,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.5067,-9.30848
2605,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.4264,-9.26058
2606,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.8084,-9.12534
2607,2,1.0,0.5,1,1,1.0,0,0,0,0,0,1,-13.7741,-9.06248
2608,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.3243,-6.54652
2609,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.5831,-6.39903
2610,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.3828,-6.31658
2611,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.2783,-6.52121
2612,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.4038,-6.81074
2613,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.0737,-6.43332
2614,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.7341,-6.51795
2615,2,1.0,0.5,2,3,1.0,0,0,0,0,0,1,-11.164,-6.53482
2616,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.2323,-7.46137
2617,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.2293,-7.34109
2618,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.5382,-7.13782
2619,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.3428,-7.46735
2620,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.4283,-7.52558
2621,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.6171,-7.25755
2622,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.4253,-7.29238
2623,2,1.0,0.5,2,1,1.0,0,0,0,0,0,1,-12.3766,-7.44722
2625,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,1,-11.9888,-6.94979
2626,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,1,-11.9989,-6.96557
2627,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,1,-12.3325,-6.80884
2628,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,1,-11.9561,-6.84203
2629,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,1,-11.9172,-6.96122
2630,2,1.0,0.5,2,2,0.8333333333333334,0,0,0,0,0,1,-12.25,-6.73863
2631,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.1189,-7.26218
2632,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.3591,-7.07632
2633,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.0658,-7.0785
2634,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.0712,-7.28476
2635,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.3172,-7.08394
2636,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.0225,-7.50028
2637,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.1442,-7.23714
2638,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-11.8849,-7.37293
2639,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-11.9363,-7.46381
2640,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-11.9216,-7.44286
2641,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.1757,-7.61538
2642,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.3164,-7.40858
2643,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.041,-7.57157
2644,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.1047,-7.28694
2645,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-12.3074,-7.02272
2646,2,1.0,0.5,2,2,1.0,1,0,0,0,0,1,-11.979,-7.07687
2647,2,1.0,0.5,2,2,1.0,0,0,1,0,0,1,-11.7148,-7.31089
2648,2,1.0,0.5,2,2,1.0,0,0,1,0,0,1,-11.8462,-7.15633
2649,2,1.0,0.5,2,2,1.0,0,0,1,0,0,1,-11.5904,-7.22572
2650,2,1.0,0.5,2,2,1.0,0,0,1,0,0,1,-11.6416,-7.24912
2651,2,1.0,0.5,2,2,1.0,0,0,0,1,0,1,-11.3771,-6.73564
2652,2,1.0,0.5,2,2,1.0,0,0,0,1,0,1,-11.4867,-6.66788
2653,2,1.0,0.5,2,2,1.0,0,0,0,1,0,1,-11.3047,-6.75387
2654,2,1.0,0.5,2,2,1.0,0,0,0,1,0,1,-11.3542,-6.85129
2655,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-11.9374,-7.19225
2656,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-12.0021,-6.93945
2657,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-12.2081,-7.00367
2658,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-12.047,-7.23279
2659,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-12.253,-7.01374
2660,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-11.9738,-7.24857
2661,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-12.2446,-6.95605
2662,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-11.9605,-7.05646
2663,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-11.8995,-7.2249
2664,2,1.0,0.5,2,2,1.0,0,1,0,0,0,1,-12.0617,-7.15415
2665,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-11.8527,-7.03279
2666,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-12.2108,-6.63414
2667,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-11.8421,-6.81999
2668,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-11.8021,-6.95959
2669,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-11.6791,-7.00775
2670,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-11.7368,-6.78435
2671,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-12.0016,-6.71278
2672,2,1.0,0.5,2,2,1.0,0,0,0,0,1,1,-11.813,-6.96503
2673,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-12.105,-6.7019
2674,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-11.8152,-6.85945
2675,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-11.7608,-7.06408
2676,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-11.9804,-6.80013
2677,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-11.8391,-7.09401
2678,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-12.1387,-6.72693
2679,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-11.9447,-6.71251
2680,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-12.0465,-6.64829
2681,2,1.0,0.5,2,2,1.0,0,0,0,0,0,2,-11.8285,-6.71877
2682,3,0.0,1.0,2,2,0.8571428571428571,0,0,0,0,0,0,-11.044,-7.91498
2683,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-10.6462,-7.60613
2684,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-10.6805,-7.61729
2685,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-10.6007,-7.63416
2686,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-10.5529,-7.50953
2687,3,0.0,1.0,2,2,0.8571428571428571,0,0,0,0,0,0,-11.3537,-7.08149
2688,3,0.0,1.0,2,2,0.8571428571428571,0,0,0,0,0,0,-11.5545,-7.24857
2689,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.124,-7.07524
2690,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.127,-7.00802
2691,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.1091,-7.06979
2692,3,0.0,1.0,2,2,1.0,0,0,0,0,0,1,-11.1398,-7.02789
2693,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-9.92155,-6.55305
2694,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-9.99475,-6.90136
2695,3,0.0,0.6666666666666666,2,2,0.8333333333333334,0,0,0,0,0,0,-11.234,-7.71579
2696,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-10.8478,-7.46137
2697,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-10.8595,-7.45239
2698,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-10.782,-7.42572
2699,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-10.8642,-7.46599
2700,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-10.8065,-7.45157
2701,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-10.8658,-7.46762
2702,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-10.4211,-6.3672
2703,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-10.4652,-6.73863
2704,3,0.0,0.6666666666666666,2,2,0.8333333333333334,0,0,0,0,0,0,-11.4846,-7.22054
2705,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-11.265,-7.22381
2706,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-11.2467,-7.1351
2707,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-11.2288,-7.22816
2708,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-11.1754,-7.20476
2709,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-11.3229,-7.17184
2710,3,0.0,0.6666666666666666,2,2,1.0,0,0,0,0,0,1,-11.2808,-7.19415
2711,2,0.0,1.0,1,1,0.8,0,0,0,0,0,0,-14.1347,-9.95937
2712,2,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-13.6876,-9.74413
2713,2,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-13.6359,-9.72236
2714,2,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-13.6955,-9.57079
2715,2,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-13.5703,-9.66086
2716,2,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-13.7317,-9.68617
2717,2,0.0,1.0,1,1,1.0,0,0,0,0,0,1,-13.5124,-9.58304
2718,2,0.0,1.0,2,3,0.8,0,0,0,0,0,0,-12.0389,-7.69593
2719,2,0.0,1.0,2,3,0.8,0,0,0,0,0,0,-11.88,-7.57266
2720,2,0.0,1.0,2,3,1.0,0,0,0,0,0,1,-11.3238,-7.07034
2721,2,0.0,1.0,2,3,1.0,0,0,0,0,0,1,-11.6383,-7.36776
2722,2,0.0,1.0,2,3,1.0,0,0,0,0,0,1,-11.6231,-7.44177
2723,2,0.0,1.0,2,3,1.0,0,0,0,0,0,1,-11.3082,-7.05428
2724,2,0.0,1.0,2,3,1.0,0,0,0,0,0,1,-11.3169,-7.05619
2725,2,0.0,1.0,2,3,1.0,0,0,0,0,0,1,-11.6171,-7.41511
2726,2,0.0,1.0,2,1,0.8,0,0,0,0,0,0,-12.8841,-8.55091
2727,2,0.0,1.0,2,1,1.0,0,0,0,0,0,1,-12.4772,-8.22029
2728,2,0.0,1.0,2,1,1.0,0,0,0,0,0,1,-12.4432,-8.23417
2729,2,0.0,1.0,2,1,1.0,0,0,0,0,0,1,-12.4775,-8.20859
2730,2,0.0,1.0,2,1,1.0,0,0,0,0,0,1,-12.4685,-8.16369
2731,2,0.0,1.0,2,1,1.0,0,0,0,0,0,1,-12.4892,-8.17784
2732,2,0.0,1.0,2,1,1.0,0,0,0,0,0,1,-12.3045,-8.08505
2733,2,0.0,1.0,2,2,0.6,0,0,0,0,0,0,-12.2079,-7.87117
2734,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-11.9689,-7.68994
2735,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-11.9243,-7.66518
2736,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-11.8157,-7.62164
2737,2,0.0,1.0,1,1,0.8,0,0,0,0,0,0,-14.3497,-9.99937
2738,2,0.0,1.0,2,1,0.8,0,0,0,0,0,0,-12.9744,-8.58901
2739,2,0.0,1.0,2,2,0.8,1,0,0,0,0,0,-12.696,-8.40125
2740,2,0.0,1.0,2,2,0.8,1,0,0,0,0,0,-12.6383,-8.32832
2741,2,0.0,1.0,2,2,0.8,1,0,0,0,0,0,-12.6555,-8.43989
2742,2,0.0,1.0,2,2,0.8,1,0,0,0,0,0,-12.8903,-8.43254
2743,2,0.0,1.0,2,2,0.8,1,0,0,0,0,0,-12.8612,-8.53295
2744,2,0.0,1.0,2,2,0.8,1,0,0,0,0,0,-12.9061,-8.46356
2745,2,0.0,1.0,2,2,0.8,0,1,0,0,0,0,-12.2582,-7.90219
2746,2,0.0,1.0,2,2,0.8,0,1,0,0,0,0,-12.4707,-8.15063
2747,2,0.0,1.0,2,2,0.8,0,1,0,0,0,0,-12.4245,-8.03172
2748,2,0.0,1.0,2,2,0.8,0,1,0,0,0,0,-12.2185,-8.00913
2749,2,0.0,1.0,2,2,0.8,0,1,0,0,0,0,-12.1953,-7.94763
2750,2,0.0,1.0,2,2,0.8,0,1,0,0,0,0,-12.2487,-7.9158
2751,2,0.0,1.0,2,2,0.8,0,0,0,0,1,0,-12.2568,-7.93893
2752,2,0.0,1.0,2,2,0.8,0,0,0,0,1,0,-12.1453,-7.83062
2753,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-12.0098,-7.72151
2754,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-11.9483,-7.68123
2755,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-12.2127,-7.92042
2756,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-11.9393,-7.7264
2757,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-12.1314,-7.92559
2758,2,0.0,1.0,2,2,0.8,0,0,0,0,0,1,-12.2024,-7.96178
2759,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.3559,-8.04179
2760,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.2906,-8.03498
2761,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.3303,-8.04587
2762,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.3107,-7.98165
2763,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.1556,-7.97348
2764,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.4457,-8.16124
2765,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.3273,-8.20315
2766,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.3858,-8.2007
2767,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.3379,-8.21485
2768,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.4353,-8.18655
2769,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.4811,-8.11063
2770,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.434,-8.13648
2771,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.4781,-8.11281
2772,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.5249,-8.07988
2773,2,0.0,1.0,2,2,1.0,1,0,0,0,0,1,-12.2552,-8.00478
2774,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9991,-7.83579
2775,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9872,-7.81484
2776,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9706,-7.79661
2777,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9896,-7.80777
2778,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.8525,-7.66953
2779,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9425,-7.83199
2780,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.7564,-7.60531
2781,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9673,-7.82464
2782,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9616,-7.82491
2783,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.7814,-7.68586
2784,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9785,-7.84151
2785,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9382,-7.80804
2786,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9643,-7.86137
2787,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.9425,-7.86137
2788,2,0.0,1.0,2,2,1.0,0,1,0,0,0,1,-11.8405,-7.70191
2789,2,0.0,1.0,2,2,1.0,0,0,0,0,1,1,-11.8076,-7.57729
2790,2,0.0,1.0,2,2,1.0,0,0,0,0,1,1,-11.853,-7.62545
2791,2,0.0,1.0,2,2,1.0,0,0,0,0,1,1,-11.7202,-7.5362
2792,2,0.0,1.0,2,2,1.0,0,0,0,0,1,1,-11.8636,-7.62219
2793,2,0.0,1.0,2,2,1.0,0,0,0,0,1,1,-11.862,-7.68015
2794,2,0.0,1.0,2,2,1.0,0,0,0,0,1,1,-11.7741,-7.56123
2795,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7148,-7.66055
2796,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7572,-7.66681
2797,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7398,-7.6611
2798,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7523,-7.65593
2799,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7273,-7.66164
2800,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7186,-7.67144
2801,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.754,-7.6494
2802,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.6821,-7.6328
2803,2,0.0,1.0,2,2,1.0,0,0,0,0,0,2,-11.7602,-7.67878
2804,4,0.6666666666666666,0.5,2,2,1.0,0,0,0,0,0,0,-10.1167,-5.9593
2805,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,0,-10.1743,-6.06216
2806,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,0,-10.2331,-6.23495
2807,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-10.3967,-6.37781
2808,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.1085,-6.48611
2809,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.6592,-6.47849
2810,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.4299,-6.37563
2811,3,0.5,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-12.5319,-8.39336
2812,3,0.5,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-11.9948,-9.11147
2813,3,0.5,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.6818,-6.46244
2814,3,0.5,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.8454,-6.46543
2815,3,0.5,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.4601,-6.97836
2816,3,0.5,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.3218,-7.04122
2817,3,0.5,0.3333333333333333,2,2,0.8571428571428571,0,0,0,0,0,0,-11.3809,-7.04394
2818,3,0.5,0.3333333333333333,2,2,0.8571428571428571,0,0,0,0,0,0,-11.2163,-6.7819
2819,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.2448,-6.75496
2820,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.3382,-7.01265
2821,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.5921,-6.85646
2822,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.075,-7.1849
2823,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.1246,-6.81646
2824,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.333,-6.86544
2825,3,0.5,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-11.0995,-6.70761
2826,3,0.5,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.955,-6.5555
2827,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.758,-6.35277
2828,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.6505,-6.62108
2829,3,0.5,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-11.1074,-6.72747
2830,3,0.5,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-11.0399,-6.75088
2831,3,0.5,0.3333333333333333,2,2,1.0,0,1,0,0,0,0,-11.0954,-6.7506
2832,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.9033,-6.63115
2833,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,1,0,-10.9861,-6.62924
2834,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.871,-6.64638
2835,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.7817,-6.60774
2836,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.7866,-6.58026
2837,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.8886,-6.53264
2838,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-11.0089,-6.60693
2839,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,0,0,1,-10.8372,-6.65292
2840,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,0,-9.90549,-6.26025
2841,4,0.6666666666666666,0.25,2,2,1.0,0,0,0,0,0,0,-10.004,-6.52856
2842,4,0.3333333333333333,0.5,2,2,1.0,0,0,0,0,0,0,-10.4963,-6.7487
2843,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.1656,-6.80856
2844,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.4748,-6.77101
2845,4,0.3333333333333333,0.25,2,2,1.0,0,0,0,0,0,0,-10.5314,-6.69292
2846,3,0.5,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-12.45,-8.67826
2847,3,0.5,0.3333333333333333,1,1,1.0,0,0,0,0,0,0,-12.2876,-9.13487
2848,3,0.5,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.7488,-6.87061
2849,3,0.5,0.3333333333333333,2,3,1.0,0,0,0,0,0,0,-10.7335,-6.79904
2850,3,0.5,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.4272,-7.46381
2851,3,0.5,0.3333333333333333,2,1,1.0,0,0,0,0,0,0,-11.3096,-7.50382
2852,3,0.5,0.3333333333333333,2,2,0.8571428571428571,0,0,0,0,0,0,-11.2037,-7.18435
2853,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.2073,-7.23742
2854,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.3295,-7.44232
2855,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.5643,-7.40395
2856,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.2024,-7.4562
2857,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.1447,-7.25374
2858,3,0.5,0.3333333333333333,2,2,1.0,1,0,0,0,0,0,-11.2628,-7.30953
2859,3,0.5,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-11.0242,-7.21891
2860,3,0.5,0.3333333333333333,2,2,1.0,0,0,1,0,0,0,-10.9716,-7.10163
2861,3,0.5,0.3333333333333333,2,2,1.0,0,0,0,1,0,0,-10.721,-6.75469
